gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TotalServices,ChargePerService,ChargesTenureRatio,TotalChargesExpected,ChargesGap,IsNewCustomer,IsLoyalCustomer,TenureScore,IsMonthToMonth,IsElectronicCheck,NoOnlineSecurity,NoTechSupport,HighRiskProfile,ChurnProbability,ActualChurn,RiskTier
1,0,0,0,63,1,0,1,2,2,2,2,2,2,2,0,1,109.2,7049.75,7.0,13.65,1.70625,6879.6,-170.14999999999964,0,1,4,0,0,0,0,0,0.2862816,0,Low Risk
1,0,1,1,40,1,0,1,0,0,2,0,2,0,1,1,2,85.05,3355.65,3.0,21.2625,2.074390243902439,3402.0,46.34999999999991,0,0,3,0,1,1,1,0,0.28611073,0,Low Risk
1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,5969.95,6.0,14.821428571428571,1.7008196721311475,6225.0,255.05000000000018,0,1,4,1,0,1,0,0,0.28554702,0,Low Risk
1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3912.9,4.0,17.68,1.9644444444444447,3889.6000000000004,-23.299999999999727,0,0,3,0,0,1,1,0,0.28266788,1,Low Risk
1,0,1,1,35,1,0,1,0,2,0,2,2,0,1,1,2,89.7,3165.6,4.0,17.94,2.4916666666666667,3139.5,-26.09999999999991,0,0,3,0,1,1,0,0,0.2816281,0,Low Risk
0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,2.0,8.233333333333333,0.7057142857142857,839.8,59.59999999999991,0,0,3,1,1,0,0,0,0.28152904,0,Low Risk
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5,3.0,15.05,5.472727272727273,602.0,38.5,0,0,1,1,0,1,1,0,0.28122303,0,Low Risk
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,1,20.35,35.1,1.0,10.175,6.783333333333334,40.7,5.600000000000001,1,0,0,1,0,0,0,0,0.2809173,0,Low Risk
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,109.6,1.0,9.975,3.3249999999999997,99.75,-9.849999999999994,1,0,0,1,0,0,0,0,0.28037983,0,Low Risk
1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4,2.0,25.516666666666666,2.639655172413793,2143.4,78.0,0,0,3,1,0,1,0,0,0.27764803,0,Low Risk
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,1.0,10.125,6.75,40.5,3.700000000000003,1,0,0,1,0,0,0,0,0.27701166,0,Low Risk
0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,592.65,1.0,21.9,3.1285714285714286,569.4,-23.25,0,0,2,0,1,1,1,0,0.27610028,0,Low Risk
0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,89.75,5496.9,5.0,14.958333333333334,1.4958333333333333,5295.25,-201.64999999999964,0,1,4,1,1,0,1,0,0.27486214,0,Low Risk
1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,229.55,3.0,15.3625,12.290000000000001,245.8,16.25,1,0,0,1,0,1,0,0,0.27407718,1,Low Risk
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,19.6,35.85,1.0,9.8,6.533333333333334,39.2,3.3500000000000014,1,0,0,1,1,0,0,0,0.27187258,1,Low Risk
1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,1,2,34.5,279.25,2.0,11.5,4.3125,241.5,-37.75,0,0,1,1,1,0,0,0,0.2713146,1,Low Risk
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,3.0,13.6375,1.2686046511627906,2291.1,-163.95000000000027,0,0,3,1,0,0,1,0,0.2683575,0,Low Risk
1,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,3,60.65,196.9,3.0,15.1625,15.1625,181.95,-14.950000000000017,1,0,0,1,0,1,0,0,0.2646317,0,Low Risk
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,1,1,45.2,2065.15,1.0,22.6,0.9617021276595745,2079.2000000000003,14.050000000000182,0,0,3,1,0,1,1,0,0.2641698,0,Low Risk
0,0,0,0,34,1,0,0,2,0,2,2,2,2,1,1,0,79.95,2727.3,6.0,11.421428571428573,2.2842857142857143,2718.3,-9.0,0,0,3,0,0,0,0,0,0.26380068,0,Low Risk
1,0,0,0,5,1,0,0,0,2,0,2,0,2,0,1,0,65.6,339.9,4.0,13.12,10.933333333333332,328.0,-11.899999999999977,1,0,0,1,0,1,0,0,0.26361528,0,Low Risk
0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,6819.45,6.0,14.942857142857141,1.5611940298507463,6903.599999999999,84.14999999999964,0,1,4,0,0,1,1,0,0.26233056,0,Low Risk
1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,7482.1,7.0,13.9125,1.636764705882353,7457.099999999999,-25.00000000000091,0,1,4,0,1,0,1,0,0.2616111,1,Low Risk
1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,1286.05,4.0,13.280000000000001,3.3200000000000003,1261.6000000000001,-24.449999999999818,0,0,2,1,0,0,1,0,0.26056856,0,Low Risk
0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,3.0,20.375,2.0375,3178.5,71.19999999999982,0,0,3,1,0,1,0,0,0.2601191,0,Low Risk
1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.35,1201.65,5.0,11.725,3.908333333333333,1195.9499999999998,-5.700000000000273,0,0,2,0,0,0,1,0,0.25955874,0,Low Risk
0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25,2.0,24.883333333333336,5.332142857142857,970.45,4.2000000000000455,0,0,2,0,0,1,1,0,0.25922096,0,Low Risk
1,1,1,0,55,1,2,1,0,2,2,2,2,2,2,1,2,113.6,6292.7,7.0,14.2,2.0285714285714285,6248.0,-44.69999999999982,0,1,4,0,1,1,0,0,0.2591391,0,Low Risk
0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75,5.0,10.275,4.742307692307692,739.8,26.049999999999955,0,0,1,1,0,0,0,0,0.25847685,1,Low Risk
0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,7.0,13.73125,1.71640625,6920.549999999999,-82.40000000000055,0,1,4,1,0,1,0,0,0.2577407,0,Low Risk
1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,100.0,3835.55,5.0,16.666666666666668,2.5,3900.0,64.44999999999982,0,0,3,0,1,1,1,0,0.25724226,0,Low Risk
1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,5.0,12.458333333333334,2.198529411764706,2466.75,13.449999999999818,0,0,3,0,0,0,1,0,0.25671634,0,Low Risk
1,0,1,1,52,1,2,1,0,2,0,2,0,2,0,1,0,93.25,4631.7,5.0,15.541666666666666,1.759433962264151,4849.0,217.30000000000018,0,1,4,1,0,1,0,0,0.2551269,0,Low Risk
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,1.0,10.55,1.1722222222222223,358.70000000000005,-26.849999999999966,0,0,2,1,0,0,0,0,0.25381914,0,Low Risk
1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,2237.55,3.0,13.925,1.3261904761904764,2283.7000000000003,46.15000000000009,0,0,3,1,0,1,1,0,0.25331798,0,Low Risk
1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2753.8,5.0,12.866666666666667,2.205714285714286,2624.8,-129.0,0,0,3,0,0,1,1,0,0.2524561,0,Low Risk
0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,4275.75,3.0,19.2125,1.3482456140350876,4303.599999999999,27.849999999999454,0,1,4,1,0,1,0,0,0.25204918,0,Low Risk
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,5.0,15.683333333333332,1.542622950819672,5646.0,170.10000000000036,0,1,4,1,0,0,1,0,0.25056317,0,Low Risk
1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,377.55,1.0,10.0,1.0,380.0,2.4499999999999886,0,0,2,1,1,0,0,0,0.25029007,0,Low Risk
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,109.2,1.0,10.0,2.857142857142857,120.0,10.799999999999997,1,0,0,1,0,0,0,0,0.24941339,0,Low Risk
1,0,1,1,63,1,2,1,0,2,0,0,0,2,1,1,2,91.35,5764.7,4.0,18.27,1.42734375,5755.049999999999,-9.650000000000546,0,1,4,0,1,1,1,0,0.24899064,0,Low Risk
0,0,0,0,35,1,2,0,2,0,2,2,2,2,1,1,1,85.95,3110.1,7.0,10.74375,2.3875,3008.25,-101.84999999999991,0,0,3,0,0,0,0,0,0.24769063,1,Low Risk
0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,69.1,3168.0,4.0,13.819999999999999,1.4702127659574467,3178.6,10.599999999999909,0,0,3,1,0,1,1,0,0.24616563,0,Low Risk
0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,2312.55,8.0,10.011111111111111,3.337037037037037,2342.6,30.049999999999727,0,0,3,0,0,0,0,0,0.2460415,0,Low Risk
1,0,1,1,26,1,2,0,0,0,2,2,2,2,1,1,1,82.0,2083.1,6.0,11.714285714285714,3.037037037037037,2132.0,48.90000000000009,0,0,3,0,0,1,0,0,0.24558713,0,Low Risk
1,0,1,0,14,1,0,0,0,0,0,0,0,0,1,0,2,44.6,641.25,1.0,22.3,2.9733333333333336,624.4,-16.850000000000023,0,0,2,0,1,1,1,0,0.24554215,0,Low Risk
1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,0,3,23.5,173.0,2.0,7.833333333333333,2.9375,164.5,-8.5,0,0,1,1,0,0,0,0,0.24532053,0,Low Risk
1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,6991.9,7.0,13.5625,1.6953125,6835.5,-156.39999999999964,0,1,4,0,0,0,1,0,0.24403019,0,Low Risk
0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,108.95,7111.3,7.0,13.61875,1.676153846153846,6972.8,-138.5,0,1,4,1,0,0,0,0,0.2440077,0,Low Risk
0,1,1,0,40,1,0,1,0,2,0,2,2,2,1,1,1,99.2,4062.2,5.0,16.533333333333335,2.419512195121951,3968.0,-94.19999999999982,0,0,3,0,0,1,0,0,0.24344109,1,Low Risk
0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4941.8,5.0,16.741666666666667,2.009,4922.05,-19.75,0,1,4,0,0,1,1,0,0.24329892,1,Low Risk
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.9,320.45,1.0,9.95,1.24375,298.5,-21.94999999999999,0,0,2,1,0,0,0,0,0.24311745,0,Low Risk
0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,365.35,3.0,13.975,7.985714285714286,335.4,-29.950000000000045,1,0,0,1,0,0,1,0,0.24123016,1,Low Risk
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35,6.0,14.742857142857144,1.8105263157894738,5779.2,34.849999999999454,0,1,4,0,0,1,0,0,0.24113984,0,Low Risk
0,0,1,0,14,1,0,1,2,2,0,2,2,2,1,0,3,105.95,1348.9,6.0,15.135714285714286,7.0633333333333335,1483.3,134.39999999999986,0,0,2,0,0,0,0,0,0.2408055,1,Low Risk
0,0,0,0,30,1,0,0,2,0,0,0,0,0,0,1,3,48.8,1536.75,2.0,16.266666666666666,1.5741935483870966,1464.0,-72.75,0,0,3,1,0,0,1,0,0.23842447,0,Low Risk
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,1.0,9.675,2.1500000000000004,154.8,2.200000000000017,0,0,1,1,0,0,0,0,0.23818357,0,Low Risk
1,0,0,0,24,1,0,0,0,2,0,0,0,0,0,1,3,49.7,1218.25,2.0,16.566666666666666,1.9880000000000002,1192.8000000000002,-25.449999999999818,0,0,2,1,0,1,1,0,0.23729044,0,Low Risk
1,0,1,0,71,1,2,1,2,2,2,0,2,0,2,1,2,99.0,6994.6,6.0,14.142857142857142,1.375,7029.0,34.399999999999636,0,1,4,0,1,0,1,0,0.2371205,0,Low Risk
0,0,1,1,67,1,2,1,2,0,2,2,0,2,1,1,0,100.25,6689.0,6.0,14.321428571428571,1.474264705882353,6716.75,27.75,0,1,4,0,0,0,0,0,0.2368299,0,Low Risk
0,0,1,1,19,1,2,1,0,0,0,2,0,2,1,1,0,89.35,1686.85,4.0,17.869999999999997,4.467499999999999,1697.6499999999999,10.799999999999955,0,0,2,0,0,1,0,0,0.23476721,0,Low Risk
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,3,19.35,275.9,1.0,9.675,1.1382352941176472,309.6,33.700000000000045,0,0,2,1,0,0,0,0,0.23225349,0,Low Risk
1,0,0,0,53,1,0,1,0,2,0,2,0,0,0,1,3,80.6,4348.1,3.0,20.15,1.4925925925925925,4271.799999999999,-76.30000000000109,0,1,4,1,0,1,0,0,0.23220685,0,Low Risk
0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55,5.0,15.583333333333334,1.7980769230769231,4768.5,148.94999999999982,0,1,4,0,1,0,1,0,0.23192707,0,Low Risk
1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,73.15,3088.25,5.0,12.191666666666668,1.7011627906976745,3072.3,-15.949999999999818,0,0,3,0,1,1,0,0,0.23040828,0,Low Risk
0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,5.0,15.075000000000001,1.6151785714285716,4974.75,-70.05000000000018,0,1,4,1,1,1,0,1,0.23001063,0,Low Risk
0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2,5.0,15.133333333333333,1.6814814814814814,4812.4,-108.80000000000018,0,1,4,1,1,0,1,0,0.2297712,0,Low Risk
1,0,0,0,31,0,1,0,0,0,2,0,2,2,1,1,2,50.05,1523.4,3.0,12.5125,1.5640625,1551.55,28.149999999999864,0,0,3,0,1,1,1,0,0.22793336,0,Low Risk
1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,25.15,476.8,0.0,25.15,1.3236842105263158,452.7,-24.100000000000023,0,0,2,1,0,1,1,0,0.22758272,0,Low Risk
0,0,0,0,10,1,0,0,0,0,0,2,0,2,0,1,3,60.95,629.55,3.0,15.2375,5.540909090909091,609.5,-20.049999999999955,0,0,1,1,0,1,0,0,0.22694306,0,Low Risk
0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,7.0,13.59375,1.599264705882353,7286.25,130.05000000000018,0,1,4,0,0,0,0,0,0.22620535,1,Low Risk
0,1,1,1,65,1,2,1,0,0,2,2,2,2,1,1,0,103.9,6767.1,6.0,14.842857142857143,1.5742424242424242,6753.5,-13.600000000000364,0,1,4,0,0,1,0,0,0.22456603,0,Low Risk
0,0,0,0,63,1,2,1,0,2,0,0,2,2,1,0,0,99.9,6137.0,5.0,16.650000000000002,1.5609375,6293.700000000001,156.70000000000073,0,1,4,0,0,1,1,0,0.22400583,1,Low Risk
1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,6547.7,6.0,15.142857142857142,1.7096774193548387,6466.0,-81.69999999999982,0,1,4,0,1,0,1,0,0.22249869,1,Low Risk
1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,89.05,2.0,7.866666666666667,5.9,70.80000000000001,-18.249999999999986,1,0,0,1,0,0,0,0,0.22225356,0,Low Risk
0,0,0,0,12,0,1,0,0,2,2,2,2,2,1,0,2,60.65,743.3,5.0,10.108333333333333,4.665384615384616,727.8,-15.5,0,0,1,0,1,1,0,0,0.22189026,0,Low Risk
1,0,0,0,19,1,0,0,0,2,0,2,0,2,1,1,0,65.35,1231.85,4.0,13.069999999999999,3.2674999999999996,1241.6499999999999,9.799999999999955,0,0,2,0,0,1,0,0,0.22074156,0,Low Risk
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8,7.0,13.9,1.6352941176470588,7450.400000000001,-80.39999999999964,0,1,4,0,0,1,0,0,0.2189365,0,Low Risk
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,0,19.65,978.0,1.0,9.825,0.3638888888888889,1041.4499999999998,63.44999999999982,0,1,4,0,0,0,0,0,0.2188542,0,Low Risk
0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,1,51.45,727.85,2.0,17.150000000000002,3.43,720.3000000000001,-7.5499999999999545,0,0,2,0,0,1,1,0,0.21817441,0,Low Risk
0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,2145.0,3.0,11.325,0.9244897959183673,2174.3999999999996,29.399999999999636,0,1,3,1,0,0,1,0,0.21797606,1,Low Risk
0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,581.7,2.0,17.0,4.25,561.0,-20.700000000000045,0,0,1,1,0,0,1,0,0.21788882,0,Low Risk
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,117.95,1.0,10.075,3.358333333333333,100.75,-17.200000000000003,1,0,0,1,0,0,0,0,0.21630895,0,Low Risk
1,1,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,60.9,551.95,3.0,15.225,6.766666666666667,487.2,-64.75000000000006,0,0,1,1,0,0,1,0,0.21564345,0,Low Risk
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,4.0,18.880000000000003,1.5475409836065575,5664.0,53.75,0,1,4,0,1,1,1,0,0.21411645,1,Low Risk
1,0,0,0,39,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1880.85,4.0,9.790000000000001,1.2237500000000001,1909.0500000000002,28.200000000000273,0,0,3,1,0,0,0,0,0.212489,1,Low Risk
1,0,1,1,28,1,2,1,2,2,0,0,2,2,1,0,2,106.1,2847.4,6.0,15.157142857142857,3.658620689655172,2970.7999999999997,123.39999999999964,0,0,3,0,1,0,1,0,0.21245329,1,Low Risk
1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,6733.15,5.0,16.816666666666666,1.4838235294117648,6760.3,27.150000000000546,0,1,4,0,0,0,1,0,0.21240255,0,Low Risk
0,0,1,0,49,0,1,0,0,2,0,2,2,2,1,1,1,56.3,2780.6,4.0,11.26,1.126,2758.7,-21.90000000000009,0,1,4,0,0,1,0,0,0.21022798,0,Low Risk
1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,50.25,593.75,2.0,16.75,3.8653846153846154,603.0,9.25,0,0,1,1,0,1,0,0,0.20848885,1,Low Risk
0,0,1,1,8,1,0,2,1,1,1,1,1,1,0,0,1,21.05,139.75,1.0,10.525,2.338888888888889,168.4,28.650000000000006,0,0,1,1,0,0,0,0,0.20825793,0,Low Risk
1,0,0,0,39,1,2,1,0,2,0,0,0,0,1,0,1,81.4,3213.75,3.0,20.35,2.035,3174.6000000000004,-39.149999999999636,0,0,3,0,0,1,1,0,0.2079053,0,Low Risk
0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75,4.0,17.830000000000002,1.9811111111111113,3922.6000000000004,-68.14999999999964,0,0,3,0,0,1,1,0,0.20473184,0,Low Risk
1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,2747.2,5.0,12.674999999999999,2.1125,2661.75,-85.44999999999982,0,0,3,1,1,1,0,1,0.2044317,0,Low Risk
1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45,4.0,17.81,3.425,2226.25,48.80000000000018,0,0,3,0,1,0,1,0,0.2008172,1,Low Risk
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2,1.0,9.6,9.6,19.2,0.0,1,0,0,1,0,0,0,0,0.20007959,0,Low Risk
1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,1023.75,2.0,13.316666666666668,1.4796296296296296,1038.7,14.950000000000045,0,0,3,0,0,1,1,0,0.19986871,0,Low Risk
1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,2.0,26.96666666666667,1.4192982456140353,4530.400000000001,-27.099999999999454,0,1,4,0,1,1,1,0,0.19844396,0,Low Risk
0,0,1,1,35,1,2,0,2,0,2,2,2,0,0,0,2,72.25,2568.55,6.0,10.321428571428571,2.0069444444444446,2528.75,-39.80000000000018,0,0,3,1,1,0,0,0,0.19827767,1,Low Risk
1,0,0,0,25,1,2,0,2,2,2,2,0,2,0,0,0,81.75,2028.8,7.0,10.21875,3.144230769230769,2043.75,14.950000000000045,0,0,3,1,0,0,0,0,0.19698822,0,Low Risk
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,223.9,2.0,8.266666666666667,2.2545454545454544,248.0,24.099999999999994,0,0,1,1,0,0,0,0,0.1966189,0,Low Risk
1,0,1,1,22,1,0,0,2,2,0,2,0,0,0,1,3,57.95,1271.8,4.0,11.59,2.5195652173913046,1274.9,3.1000000000001364,0,0,2,1,0,0,0,0,0.1963557,0,Low Risk
0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,1498.2,4.0,13.9,3.0217391304347827,1529.0,30.799999999999955,0,0,2,0,0,1,1,0,0.1960684,1,Low Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.3,19.3,1.0,9.65,9.65,19.3,0.0,1,0,0,1,0,0,0,0,0.19547604,0,Low Risk
1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65,3.0,21.3875,1.4258333333333333,5047.45,-37.19999999999982,0,1,4,0,1,1,1,0,0.19546248,1,Low Risk
1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2597.6,1.0,35.225,1.8064102564102564,2677.1,79.5,0,0,3,0,0,1,1,0,0.19542205,1,Low Risk
0,0,0,0,57,1,2,1,2,2,2,0,2,2,2,1,0,112.95,6465.0,7.0,14.11875,1.9474137931034483,6438.150000000001,-26.849999999999454,0,1,4,0,0,0,1,0,0.1945358,1,Low Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,18.85,1.0,9.425,9.425,18.85,0.0,1,0,0,1,0,0,0,0,0.19263455,1,Low Risk
1,1,1,1,65,1,2,1,2,2,0,0,0,0,0,1,2,85.75,5688.45,4.0,17.15,1.2992424242424243,5573.75,-114.69999999999982,0,1,4,1,1,0,1,0,0.19217429,0,Low Risk
1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,1,3,19.8,309.4,1.0,9.9,1.2375,297.0,-12.399999999999977,0,0,2,1,0,0,0,0,0.19186771,0,Low Risk
1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,268.4,1.0,9.975,1.3299999999999998,279.3,10.900000000000034,0,0,2,1,0,0,0,0,0.19183639,0,Low Risk
0,0,0,1,16,1,2,1,0,0,0,2,0,0,1,1,1,79.5,1264.2,3.0,19.875,4.676470588235294,1272.0,7.7999999999999545,0,0,2,0,0,1,0,0,0.19168939,0,Low Risk
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.35,150.6,1.0,10.175,2.54375,142.45000000000002,-8.149999999999977,0,0,1,1,0,0,0,0,0.19077592,0,Low Risk
0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95,7.0,13.85,1.7587301587301587,6869.599999999999,28.649999999999636,0,1,4,0,1,1,0,0,0.1897731,0,Low Risk
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,253.9,2.0,8.133333333333333,2.2181818181818183,244.0,-9.900000000000006,0,0,1,1,0,0,0,0,0.18724668,0,Low Risk
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.65,93.55,1.0,10.325,3.4416666666666664,103.25,9.700000000000003,1,0,0,1,0,0,0,0,0.18670468,0,Low Risk
0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,64.05,733.95,4.0,12.809999999999999,5.3374999999999995,704.55,-29.40000000000009,0,0,1,1,0,0,1,0,0.18555456,0,Low Risk
1,0,0,0,27,1,0,0,2,0,0,0,0,0,0,0,3,50.35,1411.35,2.0,16.783333333333335,1.7982142857142858,1359.45,-51.899999999999864,0,0,3,1,0,0,1,0,0.18465225,0,Low Risk
1,0,0,0,9,1,0,0,2,0,2,2,0,2,0,1,0,68.25,576.95,5.0,11.375,6.825,614.25,37.299999999999955,0,0,1,1,0,0,0,0,0.18445577,0,Low Risk
1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,2019.8,4.0,13.280000000000001,2.075,2058.4,38.600000000000136,0,0,3,1,0,1,0,0,0.18439068,0,Low Risk
0,1,1,0,48,1,0,0,0,2,0,0,0,2,1,1,0,58.95,2789.7,3.0,14.7375,1.203061224489796,2829.6000000000004,39.900000000000546,0,1,3,0,0,1,1,0,0.18376769,0,Low Risk
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4,4.0,17.080000000000002,1.22,5892.6,23.200000000000728,0,1,4,1,0,1,1,0,0.18312415,0,Low Risk
0,0,0,0,61,1,2,1,0,0,2,0,0,2,0,0,3,89.2,5500.6,4.0,17.84,1.4387096774193548,5441.2,-59.400000000000546,0,1,4,1,0,1,1,0,0.18191513,0,Low Risk
1,0,0,0,68,1,2,1,2,2,2,0,2,0,1,0,0,101.35,7110.75,6.0,14.478571428571428,1.468840579710145,6891.799999999999,-218.95000000000073,0,1,4,0,0,0,1,0,0.18092787,0,Low Risk
1,0,1,1,60,1,2,1,2,0,2,2,2,2,2,1,2,110.6,6586.85,7.0,13.825,1.8131147540983605,6636.0,49.149999999999636,0,1,4,0,1,0,0,0,0.18032874,0,Low Risk
0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9,4.0,11.89,1.651388888888889,2080.75,-56.15000000000009,0,0,3,1,0,0,1,0,0.1771304,0,Low Risk
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,20.95,109.5,1.0,10.475,2.992857142857143,125.69999999999999,16.19999999999999,1,0,0,1,0,0,0,0,0.17683823,0,Low Risk
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8,5.0,15.683333333333332,1.3838235294117647,6304.7,1.8999999999996362,0,1,4,0,0,1,0,0,0.17619582,0,Low Risk
0,0,0,1,26,0,1,0,2,0,0,2,0,2,0,0,3,45.8,1147.0,3.0,11.45,1.6962962962962962,1190.8,43.799999999999955,0,0,3,1,0,0,0,0,0.17606018,0,Low Risk
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1.0,10.325,6.883333333333333,41.3,2.5999999999999943,1,0,0,1,0,0,0,0,0.17494737,1,Low Risk
1,0,0,0,24,1,0,0,2,2,0,2,0,0,0,0,0,60.45,1440.75,4.0,12.09,2.418,1450.8000000000002,10.050000000000182,0,0,2,1,0,0,0,0,0.17436117,0,Low Risk
0,0,1,0,67,1,2,1,0,2,2,0,2,2,1,1,0,105.7,6816.95,6.0,15.1,1.5544117647058824,7081.900000000001,264.9500000000007,0,1,4,0,0,1,1,0,0.17422321,0,Low Risk
